agent,episode,seed,score,max_tile,steps,won,first_512,first_1024,first_2048,actions
random,10,1130604997,748,64,99,False,,,,"0,0,2,0,3,1,1,3,2,3,3,2,0,3,3,1,2,2,3,2,3,1,0,2,3,2,3,3,1,3,2,0,2,3,0,1,0,2,0,0,1,2,0,1,3,2,0,2,1,0,3,2,1,3,3,1,2,3,0,1,0,2,2,1,0,0,0,1,3,0,0,1,3,2,1,1,2,0,0,3,1,0,2,1,0,2,0,0,0,2,1,0,2,0,0,1,2,0,2"
random,11,2095133045,564,64,77,False,,,,"3,3,0,2,3,0,2,1,1,0,1,3,3,2,0,3,2,0,3,1,3,0,1,0,0,1,1,2,3,2,0,2,0,1,1,3,2,3,0,1,3,0,1,2,3,1,0,3,2,0,2,1,2,1,1,3,3,0,1,0,0,1,3,3,3,1,3,2,1,1,3,2,0,2,1,3,1"
random,12,1580016183,1144,128,121,False,,,,"1,1,1,2,0,2,1,0,3,3,3,2,0,2,0,0,0,2,0,2,0,1,1,2,2,0,3,1,3,3,2,0,1,3,2,2,1,1,0,3,1,3,3,2,1,2,0,2,0,2,1,1,1,2,1,2,1,3,3,2,1,0,2,0,3,0,1,0,2,1,1,2,2,0,3,0,1,3,3,2,3,2,3,1,0,1,1,1,3,1,1,3,0,3,1,2,0,1,0,0,1,3,1,2,2,0,2,0,2,1,2,2,3,1,1,2,3,0,3,1,3"
random,13,1634535062,592,64,82,False,,,,"2,0,2,1,2,0,3,3,2,3,0,0,2,2,3,2,0,1,3,2,1,0,3,1,3,1,3,0,3,1,2,1,1,0,3,2,3,0,1,1,3,0,2,1,1,0,1,2,0,3,3,2,0,0,3,1,2,1,3,1,3,1,1,2,3,3,2,0,0,1,3,1,0,1,1,2,0,3,0,1,2,3"
random,14,1540770719,496,64,71,False,,,,"2,0,0,3,0,0,3,3,2,0,3,0,0,2,1,1,2,1,3,3,2,1,1,0,1,3,2,2,3,2,1,1,2,3,2,1,3,2,1,0,2,2,3,2,2,3,1,3,2,2,0,3,1,1,2,3,2,1,2,1,3,2,0,2,2,1,0,1,1,3,2"
random,15,1688060240,688,64,90,False,,,,"0,3,1,3,1,0,0,1,0,3,2,0,2,2,1,3,3,0,1,2,2,3,1,0,3,0,2,3,0,2,3,2,0,2,3,3,3,0,2,0,1,0,0,0,3,1,2,1,3,0,0,1,1,1,3,3,1,1,0,0,3,0,2,0,3,2,1,2,3,1,2,1,3,2,1,2,3,0,1,3,0,2,3,0,3,2,3,3,1,3"
random,16,1102145672,1056,128,114,False,,,,"2,3,3,3,1,3,2,1,0,1,3,1,0,0,1,1,1,0,1,0,2,3,2,3,1,3,2,3,0,0,1,3,2,1,2,2,3,2,3,3,0,2,0,0,0,2,0,0,0,2,1,2,1,0,2,1,2,2,0,2,2,3,2,3,0,1,3,3,3,0,3,2,1,3,1,2,1,1,0,0,1,3,1,3,1,1,0,2,3,1,3,1,2,0,2,1,3,2,1,0,2,3,3,3,1,2,1,2,3,3,0,2,0,1"
random,17,275121930,560,64,78,False,,,,"2,1,3,0,3,1,0,3,3,0,2,0,2,0,1,0,0,1,3,3,1,3,1,3,2,1,0,2,0,3,1,2,1,3,1,3,0,2,1,0,3,0,2,3,2,3,3,2,1,3,2,2,0,2,3,0,1,0,3,3,0,3,2,2,2,0,1,2,2,3,1,3,0,1,0,2,0,0"
random,18,1803345590,1740,128,175,False,,,,"3,0,0,3,1,0,3,1,2,1,0,2,2,2,2,3,1,3,3,2,1,1,0,3,3,1,1,1,1,2,0,3,1,0,0,2,1,3,2,0,1,0,2,3,1,2,3,1,3,2,3,0,1,0,0,1,3,2,1,2,0,1,0,0,2,0,3,2,2,1,0,2,2,0,0,2,2,3,3,1,3,2,3,3,1,2,3,3,0,1,1,1,1,3,3,2,1,3,2,1,2,2,1,3,1,0,1,1,0,0,0,1,2,1,0,1,0,0,1,0,0,3,1,0,3,0,0,3,1,2,2,0,1,3,1,3,2,0,1,2,0,1,2,1,3,0,3,1,3,1,0,1,2,0,1,2,3,0,1,0,2,0,0,1,1,0,2,2,2,1,0,1,1,2,3"
random,19,967196436,912,64,113,False,,,,"0,1,1,2,2,3,1,0,0,1,2,1,2,3,3,1,3,0,3,1,3,0,1,3,1,0,2,3,0,2,3,2,3,1,2,3,0,2,2,1,0,1,3,1,1,3,2,3,3,3,0,1,3,0,2,0,1,3,0,2,3,0,1,2,3,2,1,3,3,0,2,0,2,3,1,3,1,3,0,2,3,0,3,0,3,2,0,3,3,1,3,1,0,3,1,3,1,0,3,2,0,3,2,3,1,3,1,0,1,1,3,0,2"
random,20,1074497555,696,64,92,False,,,,"0,3,0,2,0,2,1,1,3,2,1,0,0,3,1,3,3,3,1,0,1,1,0,2,1,3,2,2,2,0,2,3,3,3,0,1,3,2,1,0,2,2,2,3,1,3,1,0,0,0,3,3,1,3,1,2,3,1,2,1,3,1,3,2,0,2,3,1,3,3,1,1,3,2,3,2,0,3,2,1,0,2,1,1,1,0,2,2,3,0,3,2"
random,21,796282693,612,64,84,False,,,,"1,3,1,0,0,2,0,2,1,3,2,2,3,3,1,2,2,0,2,1,3,2,3,2,0,3,2,1,3,1,3,1,2,1,1,3,2,1,2,1,3,2,1,3,0,2,0,2,3,3,2,1,2,1,3,3,1,0,3,0,3,1,2,0,0,2,3,1,0,3,1,3,3,3,3,1,2,0,3,1,2,0,2,0"
random,22,392022359,1336,128,137,False,,,,"3,1,0,3,1,1,1,3,0,3,0,1,0,3,2,1,0,1,3,2,2,0,3,0,3,0,1,2,0,2,3,0,3,2,1,0,2,2,2,3,2,3,1,3,3,0,2,2,2,2,0,0,2,0,3,1,2,0,2,1,0,3,2,1,3,0,0,1,0,1,3,3,1,2,0,2,1,0,2,1,3,2,3,1,3,3,0,1,2,0,1,2,3,0,1,2,0,3,0,1,2,2,0,2,1,2,3,0,2,3,3,3,2,0,1,1,2,0,3,0,0,1,2,0,0,2,2,3,1,1,0,2,2,3,0,3,3"
random,23,1990212658,248,16,53,False,,,,"1,3,1,2,0,2,2,0,1,3,0,0,3,3,2,3,1,1,3,2,0,2,2,0,2,2,1,3,2,0,2,2,0,0,0,1,0,2,3,1,3,0,3,2,3,0,3,2,0,2,2,1,1"
random,24,1678403330,576,64,79,False,,,,"3,2,1,0,1,3,0,3,1,3,3,3,1,3,3,1,0,2,0,2,3,1,3,2,2,1,3,2,1,1,0,3,1,2,2,0,3,3,0,0,3,2,0,1,3,2,3,0,0,2,1,0,3,0,2,0,0,3,2,1,3,3,2,1,2,0,3,2,1,3,2,0,2,0,1,3,1,1,3"
random,25,1382689815,1416,128,144,False,,,,"0,3,1,0,2,3,1,0,0,3,3,2,3,3,1,0,0,0,3,2,0,3,1,0,2,0,1,1,3,3,1,3,1,0,0,2,3,3,3,0,0,1,1,2,0,3,1,2,3,3,3,2,0,1,2,1,2,3,1,1,0,3,2,3,0,3,0,1,3,2,3,1,3,1,2,3,1,2,3,3,3,0,3,2,1,2,2,2,1,2,1,3,0,1,0,1,3,2,1,3,0,2,3,3,1,3,2,0,0,3,3,3,2,3,0,0,1,3,1,2,2,1,2,3,3,1,1,3,0,1,3,0,3,2,2,3,1,2,0,1,3,0,2,3"
random,26,864178266,624,64,86,False,,,,"0,1,3,3,0,2,2,2,0,3,3,3,0,1,3,2,3,2,1,2,2,3,0,3,2,2,0,0,0,3,2,1,1,0,1,1,1,3,0,2,1,1,2,2,0,3,2,1,1,3,2,0,2,2,0,3,0,1,2,2,0,0,1,2,3,0,2,0,2,0,3,2,1,3,1,1,0,3,3,1,0,0,3,3,1,1"
random,27,1766867109,744,64,96,False,,,,"1,0,3,2,3,3,2,1,0,3,2,0,1,1,3,0,2,3,0,0,2,3,0,3,2,1,2,1,3,2,3,0,3,2,1,2,0,2,3,1,1,3,1,2,3,2,0,0,2,3,2,1,1,1,0,0,3,2,0,1,1,2,3,3,3,0,1,0,2,0,0,1,3,2,2,0,2,1,0,1,1,0,2,1,3,2,3,0,2,3,1,3,3,1,0,1"
random,28,1171300112,552,64,77,False,,,,"1,3,0,2,0,2,1,0,3,0,3,0,3,2,3,0,0,3,1,2,2,3,0,3,1,2,1,0,0,1,0,3,3,1,3,1,0,2,3,1,0,0,0,2,1,3,2,1,0,0,3,0,2,1,1,2,3,3,0,2,3,2,1,2,2,3,3,1,2,3,0,3,1,3,3,2,2"
random,29,952224740,648,64,86,False,,,,"1,0,2,2,2,1,2,0,2,3,3,1,1,3,3,0,3,2,1,2,3,2,3,0,3,2,1,2,2,0,3,2,0,2,0,1,2,1,2,1,1,0,1,2,1,3,0,0,3,1,1,2,3,3,1,0,1,2,2,2,3,2,2,2,0,3,0,0,0,3,1,1,0,2,0,1,2,3,1,0,3,1,1,3,2,3"
